route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
r10460657,Gbaka d'Adjamé,,gbaka : Abobo Gare ↔ Belle ville,,3,https://jungle-bus.github.io/unroll/route.html?line=10460657,,
r10460968,Gbaka d'Adjamé,,gbaka : Abobo Gare ↔ Gare d'Anyama,,3,https://jungle-bus.github.io/unroll/route.html?line=10460968,,
r10461146,Gbaka d'Adjamé,,gbaka : Abobo Gare ↔ Angré Petro Ivoire,,3,https://jungle-bus.github.io/unroll/route.html?line=10461146,,
r10461307,Gbaka d'Abobo,,gbaka : Carrefour JAUG ↔ Adjamé Nouvelle Gare,,3,https://jungle-bus.github.io/unroll/route.html?line=10461307,,
r10461959,Gbaka d'Adjamé,,gbaka : Yopougon Lokoa ↔ Adjame mosquée,,3,https://jungle-bus.github.io/unroll/route.html?line=10461959,,
r10464893,Aqualines,,bateau-bus : Yopougon (Abobo Doumé) ↔ Plateau,,4,https://jungle-bus.github.io/unroll/route.html?line=10464893,,
r10465035,Aqualines,,bateau-bus : Abatta ↔ Plateau,,4,https://jungle-bus.github.io/unroll/route.html?line=10465035,,
r10474495,Gbaka d'Adjamé,,gbaka : Gare Kobenan Agban ↔ Yopougon koweit,,3,https://jungle-bus.github.io/unroll/route.html?line=10474495,,
r10474747,Gbaka d'Adjamé,,gbaka : Gare kobenan Agban ↔ Yopougon Lubafrique,,3,https://jungle-bus.github.io/unroll/route.html?line=10474747,,
r10476005,Gbaka d'Adjamé,,gbaka : Adjamé gare en haut ↔ Akouedo Attié,,3,https://jungle-bus.github.io/unroll/route.html?line=10476005,,
r10476178,Gbaka d'Adjamé,,gbaka : Gare Kobenan Agban ↔ Bingerville,,3,https://jungle-bus.github.io/unroll/route.html?line=10476178,,
r10476298,Gbaka d'Adjamé,,gbaka : Adjame Agban ↔ Yopougon boassi,,3,https://jungle-bus.github.io/unroll/route.html?line=10476298,,
r10480217,Gbaka d'Adjamé,,gbaka : Adjamé Agban ↔ Yopougon Camp Militaire,,3,https://jungle-bus.github.io/unroll/route.html?line=10480217,,
r10480360,Gbaka d'Adjamé,,gbaka : Gare Kobenan Agban ↔ Yopougon Niangon Terminus 27,,3,https://jungle-bus.github.io/unroll/route.html?line=10480360,,
r10480446,Gbaka d'Adjamé,,gbaka : Gare Kobenan Agban ↔ Yopougon Carrefour Académie,,3,https://jungle-bus.github.io/unroll/route.html?line=10480446,,
r10480461,Gbaka d'Adjamé,,gbaka : Yopougon Carrefour Académie ↔ Adjamé mosquée,,3,https://jungle-bus.github.io/unroll/route.html?line=10480461,,
r10480573,Gbaka d'Adjamé,,gbaka : Adjamé Agban ↔ Port-Bouët Vridi,,3,https://jungle-bus.github.io/unroll/route.html?line=10480573,,
r10521453,Gbaka d'Adjamé,,gbaka : Adjame Agban ↔ Bingerville,,3,https://jungle-bus.github.io/unroll/route.html?line=10521453,,
r10628612,Woro-woro de Cocody,,woro woro : Saint Jean ↔ Riviera 2,,3,https://jungle-bus.github.io/unroll/route.html?line=10628612,ffff00,000000
r10628718,Woro-woro de Cocody,,woro woro : Saint Jean ↔ Angré Château,,3,https://jungle-bus.github.io/unroll/route.html?line=10628718,ffff00,000000
r10628857,Woro-woro de Cocody,,woro woro : Saint Jean ↔ Angré Pétro Ivoire,,3,https://jungle-bus.github.io/unroll/route.html?line=10628857,ffff00,000000
r10647547,Woro-woro de Port-Bouët,,woro woro : Marché de Port-Bouët ↔ Vridi Cité,,3,https://jungle-bus.github.io/unroll/route.html?line=10647547,ffff00,000000
r10647596,Woro-woro de Port-Bouët,,woro woro : Marché de Port-Bouët ↔ Vridi Canal,,3,https://jungle-bus.github.io/unroll/route.html?line=10647596,ffff00,000000
r10647737,Woro-woro de Port-Bouët,,woro woro : Marché de Port-Bouët ↔ Anani,,3,https://jungle-bus.github.io/unroll/route.html?line=10647737,ffff00,000000
r10651885,Woro-woro d'Abobo,,woro woro : Abobo Gare ↔ BC,,3,https://jungle-bus.github.io/unroll/route.html?line=10651885,f5f5dc,000000
r10651976,Woro-woro d'Abobo,,woro woro : Abobo Gendarmerie ↔ Ndotre,,3,https://jungle-bus.github.io/unroll/route.html?line=10651976,f5f5dc,000000
r10653426,Woro-woro d'Abobo,,woro woro : Abobo Gare ↔ Biabou,,3,https://jungle-bus.github.io/unroll/route.html?line=10653426,f5f5dc,000000
r10653562,Woro-woro d'Abobo,,woro woro : Abobo Gare ↔ Houphouet-Boigny,,3,https://jungle-bus.github.io/unroll/route.html?line=10653562,f5f5dc,000000
r10653808,Woro-woro d'Abobo,,woro woro : Abobo Gare ↔ Angre Petro Ivoire,,3,https://jungle-bus.github.io/unroll/route.html?line=10653808,f5f5dc,000000
r10653984,Woro-woro de Cocody,,woro woro : Palmeraie ↔ Mahou/Azur,,3,https://jungle-bus.github.io/unroll/route.html?line=10653984,ffff00,000000
r10669276,Woro-woro de Cocody,,woro woro : Palmeraie ↔ Terminus 81-82,,3,https://jungle-bus.github.io/unroll/route.html?line=10669276,ffff00,000000
r10670070,Woro-woro de Port-Bouët,,woro woro : Marché de Port-Bouët ↔ Port de Pêche,,3,https://jungle-bus.github.io/unroll/route.html?line=10670070,ffff00,000000
r10670151,Woro-woro de Port-Bouët,,woro woro : Carrefour Aéroport ↔ Aéroport,,3,https://jungle-bus.github.io/unroll/route.html?line=10670151,ffff00,000000
r10672696,Woro-woro de Koumassi,,woro woro : Koumassi grand marché ↔ Terminus 05,,3,https://jungle-bus.github.io/unroll/route.html?line=10672696,008000,ffffff
r10676982,Woro-woro de Koumassi,,woro woro : Koumassi grand marché ↔ Ancien Koumassi,,3,https://jungle-bus.github.io/unroll/route.html?line=10676982,008000,ffffff
r10677072,Woro-woro de Koumassi,,woro woro : Anoumabo sans fil ↔ Koumassi grand marché,,3,https://jungle-bus.github.io/unroll/route.html?line=10677072,008000,ffffff
r10677135,Woro-woro de Koumassi,,woro woro : Koumassi grand marché ↔ Koumassi campement,,3,https://jungle-bus.github.io/unroll/route.html?line=10677135,008000,ffffff
r10677516,Woro-woro de Koumassi,,woro woro : Koumassi grand marché ↔ Soweto,,3,https://jungle-bus.github.io/unroll/route.html?line=10677516,008000,ffffff
r10677691,Woro-woro de Koumassi,,woro woro : Anoumabo sans fil ↔ Koumassi Hôpital général,,3,https://jungle-bus.github.io/unroll/route.html?line=10677691,008000,ffffff
r11527162,Woro-woro de Koumassi,,woro woro : Gare communale ↔ Soweto,,3,https://jungle-bus.github.io/unroll/route.html?line=11527162,008000,ffffff
r11527427,Woro-woro de Koumassi,,woro woro : Gare communale ↔ Sicogi,,3,https://jungle-bus.github.io/unroll/route.html?line=11527427,008000,ffffff
r11529097,Woro-woro de Koumassi,,woro woro : Sicogi ↔ Terminus 32,,3,https://jungle-bus.github.io/unroll/route.html?line=11529097,008000,ffffff
r11529225,Woro-woro de Koumassi,,woro woro : Anoumabo sans fil ↔ Sicogi,,3,https://jungle-bus.github.io/unroll/route.html?line=11529225,008000,ffffff
r11529405,Woro-woro de Koumassi,,woro woro : Sicogi ↔ Soweto,,3,https://jungle-bus.github.io/unroll/route.html?line=11529405,008000,ffffff
r11529699,Woro-woro de Cocody,,woro woro : 9 kilo ↔ Akouédo,,3,https://jungle-bus.github.io/unroll/route.html?line=11529699,ffff00,000000
r11531745,Woro-woro de Cocody,,woro woro : 9 kilo ↔ Ciad Eden,,3,https://jungle-bus.github.io/unroll/route.html?line=11531745,ffff00,000000
r11531813,Woro-woro de Cocody,,woro woro : 9 kilo ↔ Sol Beni au bateau,,3,https://jungle-bus.github.io/unroll/route.html?line=11531813,ffff00,000000
r11531971,Woro-woro de Cocody,,woro woro : Gare Bonoumin ↔ Abri 2000,,3,https://jungle-bus.github.io/unroll/route.html?line=11531971,ffff00,000000
r11532200,Woro-woro de Cocody,,woro woro : Station après barage ↔ CHU Angré,,3,https://jungle-bus.github.io/unroll/route.html?line=11532200,ffff00,000000
r11532307,Woro-woro de Cocody,,woro woro : Station après barage ↔ Rosier Programme 6,,3,https://jungle-bus.github.io/unroll/route.html?line=11532307,ffff00,000000
r11532430,Woro-woro de Cocody,,woro woro : Station après barage ↔ Petro ivoire,,3,https://jungle-bus.github.io/unroll/route.html?line=11532430,ffff00,000000
r11532537,Woro-woro de Cocody,,woro woro : Rivera 2 ↔ Anono,,3,https://jungle-bus.github.io/unroll/route.html?line=11532537,ffff00,000000
r11535716,Gbaka de Koumassi,,gbaka : Anoumabo sans fil ↔ Treichville Rue 12,,3,https://jungle-bus.github.io/unroll/route.html?line=11535716,,
r11538371,Woro-woro de Marcory,,woro woro : Carrefour lycée ↔ Maison blanche,,3,https://jungle-bus.github.io/unroll/route.html?line=11538371,008000,ffffff
r11538539,Woro-woro de Marcory,,woro woro : Gare Sotra Marcory ↔ Maison blanche,,3,https://jungle-bus.github.io/unroll/route.html?line=11538539,008000,ffffff
r11538775,Woro-woro de Marcory,,woro woro : Carrefour Lycée ↔ CTAO,,3,https://jungle-bus.github.io/unroll/route.html?line=11538775,008000,ffffff
r11539470,Woro-woro de Marcory,,woro woro :Gare Sotra Marcory ↔ CTAO,,3,https://jungle-bus.github.io/unroll/route.html?line=11539470,008000,ffffff
r11539584,Woro-woro de Marcory,,woro woro : Hibiscus ↔ Mairie de Marcory,,3,https://jungle-bus.github.io/unroll/route.html?line=11539584,008000,ffffff
r11539651,Woro-woro de Cocody,,woro woro : Rivera 2 station ↔ 9 Kilo,,3,https://jungle-bus.github.io/unroll/route.html?line=11539651,ffff00,000000
r11539787,Woro-woro de Cocody,,woro woro : Saint Jean ↔ Blockhauss,,3,https://jungle-bus.github.io/unroll/route.html?line=11539787,ffff00,000000
r11543111,Woro-woro de Cocody,,woro woro : Blockauss ↔ CHU de Cocody,,3,https://jungle-bus.github.io/unroll/route.html?line=11543111,ffff00,000000
r11543163,Woro-woro de Cocody,,woro woro : Blockauss ↔ La Vie,,3,https://jungle-bus.github.io/unroll/route.html?line=11543163,ffff00,000000
r11543219,Woro-woro de Cocody,,woro woro : Blockauss ↔ Patisserie,,3,https://jungle-bus.github.io/unroll/route.html?line=11543219,ffff00,000000
r11543567,Woro-woro de Cocody,,woro woro : Rivera 2 station ↔ Akouédo,,3,https://jungle-bus.github.io/unroll/route.html?line=11543567,ffff00,000000
r11543885,Woro-woro de Cocody,,woro woro : Rivera 2 station ↔ CIAD Eden,,3,https://jungle-bus.github.io/unroll/route.html?line=11543885,ffff00,000000
r11544387,Woro-woro de Yopougon,,woro woro : Siporex ↔ Toit rouge Jean-Paul2,,3,https://jungle-bus.github.io/unroll/route.html?line=11544387,0000ff,ffffff
r11544470,Woro-woro de Yopougon,,woro woro : Siporex ↔ Koweit,,3,https://jungle-bus.github.io/unroll/route.html?line=11544470,0000ff,ffffff
r11548462,Woro-woro de Yopougon,,woro woro : Siporex ↔ Andokoi,,3,https://jungle-bus.github.io/unroll/route.html?line=11548462,0000ff,ffffff
r11555785,Woro-woro de Yopougon,,woro woro : Sapeur Pompier ↔ Camp Militaire,,3,https://jungle-bus.github.io/unroll/route.html?line=11555785,0000ff,ffffff
r11555928,Woro-woro de Yopougon,,woro woro : Sapeur Pompier ↔ Terminus 40,,3,https://jungle-bus.github.io/unroll/route.html?line=11555928,0000ff,ffffff
r11569330,Woro-woro de Yopougon,,woro woro : Gabriel Gare ↔ Prison Civile,,3,https://jungle-bus.github.io/unroll/route.html?line=11569330,0000ff,ffffff
